end_of_period,loan_number,region,country_code,country,borrower,guarantor_country_code,guarantor,loan_type,loan_status,interest_rate,project_id,project_name_,original_principal_amount,cancelled_amount,undisbursed_amount,disbursed_amount,repaid_to_ibrd,due_to_ibrd,exchange_adjustment,borrower_s_obligation,sold_3rd_party,repaid_3rd_party,due_3rd_party,loans_held,first_repayment_date,last_repayment_date,agreement_signing_date,board_approval_date,effective_date_most_recent_,closed_date_most_recent_
2015-10-31,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NON POOL,Repaid,4.5,P006578,POWER,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2015-11-30,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NON POOL,Repaid,4.5,P006578,POWER,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2015-12-31,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NON POOL,Repaid,4.5,P006578,POWER,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2016-01-31,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NON POOL,Repaid,4.5,P006578,POWER,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2016-02-29,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NON POOL,Repaid,4.5,P006578,POWER,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2016-03-31,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NON POOL,Repaid,4.5,P006578,POWER,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2016-04-30,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NON POOL,Repaid,4.5,P006578,POWER,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2016-05-31,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NON POOL,Repaid,4.5,P006578,POWER,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2016-06-30,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NON POOL,Repaid,4.5,P006578,POWER,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2016-07-31,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NON POOL,Repaid,4.5,P006578,POWER,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2016-08-31,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NON POOL,Repaid,4.5,P006578,POWER,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2016-09-30,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NON POOL,Repaid,4.5,P006578,POWER,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2016-10-31,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NON POOL,Fully Repaid,4.5,P006578,POWER,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2016-11-30,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NON POOL,Fully Repaid,4.5,P006578,POWER,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2016-12-31,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NON POOL,Fully Repaid,4.5,P006578,POWER,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2017-01-31,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NON POOL,Fully Repaid,4.5,P006578,POWER,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2017-02-28,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NON POOL,Fully Repaid,4.5,P006578,POWER,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2017-03-31,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NON POOL,Fully Repaid,4.5,P006578,POWER,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2017-04-30,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NON POOL,Fully Repaid,4.5,P006578,POWER,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2017-05-31,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NON POOL,Fully Repaid,4.5,P006578,,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2017-06-30,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NON POOL,Fully Repaid,4.5,P006578,POWER,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2017-07-31,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NON POOL,Fully Repaid,4.5,P006578,,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2017-08-31,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NON POOL,Fully Repaid,4.5,P006578,,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2017-09-30,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NON POOL,Fully Repaid,4.5,P006578,,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2017-10-31,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NON POOL,Fully Repaid,4.5,P006578,,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2017-11-30,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,,NON POOL,Fully Repaid,,P006578,,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2017-12-31,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NON POOL,Fully Repaid,4.5,P006578,,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2018-01-31,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NON POOL,Fully Repaid,4.5,P006578,,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2018-02-28,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NON POOL,Fully Repaid,4.5,P006578,,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2018-03-31,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NON POOL,Fully Repaid,4.5,P006578,,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2018-04-30,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NON POOL,Fully Repaid,4.5,P006578,,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2018-05-31,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NON POOL,Fully Repaid,4.5,P006578,,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2018-06-30,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NON POOL,Fully Repaid,4.5,P006578,,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2018-07-31,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NON POOL,Fully Repaid,4.5,P006578,,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2018-08-31,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NON POOL,Fully Repaid,4.5,P006578,,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2018-09-30,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NON POOL,Fully Repaid,4.5,P006578,,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2018-10-31,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NON POOL,Fully Repaid,4.5,P006578,,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2018-11-30,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NON POOL,Fully Repaid,4.5,P006578,,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2018-12-31,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NPL,Fully Repaid,4.5,P006578,POWER,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2019-01-31,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NON POOL,Fully Repaid,4.5,P006578,,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2019-02-28,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NPL,Fully Repaid,4.5,P006578,POWER,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2019-03-31,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NPL,Fully Repaid,4.5,P006578,POWER,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2019-04-30,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NPL,Fully Repaid,4.5,P006578,POWER,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2019-05-31,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NPL,Fully Repaid,4.5,P006578,POWER,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2019-06-30,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NPL,Fully Repaid,4.5,P006578,POWER,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2019-07-31,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NPL,Fully Repaid,4.5,P006578,POWER,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2019-08-31,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NPL,Fully Repaid,4.5,P006578,POWER,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2019-09-30,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NPL,Fully Repaid,4.5,P006578,POWER,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2019-10-31,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NPL,Fully Repaid,4.5,P006578,POWER,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2019-11-30,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NPL,Fully Repaid,4.5,P006578,POWER,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2019-12-31,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NPL,Fully Repaid,4.5,P006578,POWER,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2020-01-31,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NPL,Fully Repaid,4.5,P006578,POWER,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2020-02-29,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NPL,Fully Repaid,4.5,P006578,POWER,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2020-03-31,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NPL,Fully Repaid,4.5,P006578,POWER,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2020-04-30,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NPL,Fully Repaid,4.5,P006578,POWER,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2020-05-31,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NPL,Fully Repaid,4.5,P006578,POWER,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2020-06-30,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NPL,Fully Repaid,4.5,P006578,POWER,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2020-07-31,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NPL,Fully Repaid,4.5,P006578,POWER,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2020-08-31,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NPL,Fully Repaid,4.5,P006578,POWER,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2020-09-30,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NPL,Fully Repaid,4.5,P006578,POWER,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2020-10-31,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NPL,Fully Repaid,4.5,P006578,POWER,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2020-11-30,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NPL,Fully Repaid,4.5,P006578,POWER,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2020-12-31,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NPL,Fully Repaid,4.5,P006578,POWER,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2021-01-31,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NPL,Fully Repaid,4.5,P006578,POWER,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2021-02-28,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NPL,Fully Repaid,4.5,P006578,POWER,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2021-03-31,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NPL,Fully Repaid,4.5,P006578,POWER,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2021-04-30,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NPL,Fully Repaid,4.5,P006578,POWER,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2021-05-31,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NPL,Fully Repaid,4.5,P006578,POWER,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2021-06-30,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NPL,Fully Repaid,4.5,P006578,POWER,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2021-07-31,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NPL,Fully Repaid,4.5,P006578,POWER,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2021-08-31,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NPL,Fully Repaid,4.5,P006578,POWER,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2021-09-30,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NPL,Fully Repaid,4.5,P006578,POWER,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2021-10-31,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NPL,Fully Repaid,4.5,P006578,POWER,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2021-11-30,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NPL,Fully Repaid,4.5,P006578,POWER,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2021-12-31,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NPL,Fully Repaid,4.5,P006578,POWER,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
2022-01-31,IBRD00050,LATIN AMERICA AND CARIBBEAN,CL,Chile,Ministry of Finance,CL,Chile,NPL,Fully Repaid,4.5,P006578,POWER,13500000.0,0.0,0.0,13500000.0,12167000.0,0.0,0.0,0.0,1333000.0,1333000.0,0.0,0.0,1953-07-01,1968-07-01,1948-03-25,1948-03-25,1949-04-07,1954-12-31
